Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF02192,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TCL6_2,T-cell leukemia/lymphoma 6 conserved region 2,Gene; lncRNA;
RF02193,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TCL6_3,T-cell leukemia/lymphoma 6 conserved region 3,Gene; lncRNA;
RF02195,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TP53TG1_1,TP53 target 1 conserved region 1,Gene; lncRNA;
RF02196,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TP53TG1_2,TP53 target 1 conserved region 2,Gene; lncRNA;
RF02197,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TP73-AS1,TP73 antisense RNA 1 conserved region,Gene; lncRNA;
RF02198,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TTC28-AS1_1,TTC28 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02199,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TTC28-AS1_2,TTC28 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02200,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TTC28-AS1_3,TTC28 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02201,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",TTC28-AS1_4,TTC28 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02202,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",UCA1,Urothelial cancer associated 1 conserved region,Gene; lncRNA;
RF02203,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_1,WT1 antisense RNA conserved region 1,Gene; lncRNA;
RF02204,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_2,WT1 antisense RNA conserved region 2,Gene; lncRNA;
RF02205,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_3,WT1 antisense RNA conserved region 3,Gene; lncRNA;
RF02206,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_4,WT1 antisense RNA conserved region 4,Gene; lncRNA;
RF02207,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_5,WT1 antisense RNA conserved region 5,Gene; lncRNA;
RF02208,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_6,WT1 antisense RNA conserved region 6,Gene; lncRNA;
RF02209,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_7,WT1 antisense RNA conserved region 7,Gene; lncRNA;
RF02210,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WT1-AS_8,WT1 antisense RNA conserved region 8,Gene; lncRNA;
RF02211,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZFAT-AS1_1,ZFAT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02212,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZFAT-AS1_2,ZFAT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02213,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZFAT-AS1_3,ZFAT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02214,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-56,mir-56 microRNA precursor family,Gene; miRNA;
RF02215,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZNFX1-AS1_1,ZNFX1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02216,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZNFX1-AS1_2,ZNFX1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02217,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZNFX1-AS1_3,ZNFX1 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02218,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZNRD1-AS1_1,ZNRD1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02219,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZNRD1-AS1_2,ZNRD1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02220,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ZNRD1-AS1_3,ZNRD1 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02244,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-785,mir-785 microRNA precursor family,Gene; miRNA;
RF02245,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-788,mir-788 microRNA precursor family,Gene; miRNA;
RF02246,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_1,Six3os1 conserved region 1,Gene; lncRNA;
RF02247,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_2,Six3os1 conserved region 2,Gene; lncRNA;
RF02248,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_3,Six3os1 conserved region 3,Gene; lncRNA;
RF02249,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_4,Six3os1 conserved region 4,Gene; lncRNA;
RF02250,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_5,Six3os1 conserved region 5,Gene; lncRNA;
RF02251,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_6,Six3os1 conserved region 6,Gene; lncRNA;
RF02252,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Six3os1_7,Six3os1 conserved region 7,Gene; lncRNA;
RF02253,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.81%), Eukaryota:Metazoa (99.06%), Eukaryota:Viridiplantae (0.60%), Bacteria (0.15%), Eukaryota:Fungi (0.12%), Eukaryota:Alveolata (0.04%), Archaea (0.02%), Viruses (0.02%), Archaea:Euryarchaeota (0.02%), Bacteria:Proteobacteria (0.02%), Bacteria:Actinobacteria (0.02%)",IRE_II,Iron response element II,Cis-reg;
RF02254,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-35,mir-35 microRNA precursor family,Gene; miRNA;
RF02255,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",adapt33_1,Adaptive response 33 conserved region 1,Gene; lncRNA;
RF02256,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",adapt33_2,Adaptive response 33 conserved region 2,Gene; lncRNA;
RF02257,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",adapt33_3,Adaptive response 33 conserved region 3,Gene; lncRNA;
RF02258,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",adapt33_4,Adaptive response 33 conserved region 4,Gene; lncRNA;
RF02259,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Vax2os1_1,Vax2os1 conserved region 1,Gene; lncRNA;
RF02260,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MAT2A_A,MAT2A 3'UTR stem loop A,Cis-reg;
RF02261,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MAT2A_B,MAT2A 3'UTR stem loop B,Cis-reg;
RF02262,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MAT2A_C,MAT2A 3'UTR stem loop C,Cis-reg;
RF02263,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.53%), Eukaryota:Viridiplantae (0.47%)",MAT2A_D,MAT2A 3'UTR stem loop D,Cis-reg;
RF02264,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MAT2A_E,MAT2A 3'UTR stem loop E,Cis-reg;
RF02265,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",MAT2A_F,MAT2A 3'UTR stem loop F,Cis-reg;
RF02266,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",XIST_intron,XIST 3' intron conserved motif,Gene; lncRNA;
RF02267,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Vax2os1_2,Vax2os1 conserved region 2,Gene; lncRNA;
RF02271,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",uc_338,TUC338,Cis-reg;
RF02272,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Vax2os1_3,Vax2os1 conserved region 3,Gene; lncRNA;
RF02275,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Hammerhead_HH9,Hammerhead ribozyme HH9,Gene; ribozyme;
RF02277,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Hammerhead_HH10,Hammerhead ribozyme HH10,Gene; ribozyme;
RF02400,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Metazoa (29.41%), Eukaryota:Viridiplantae (2.94%)",Hsp83_3_UTR,Heat shock protein 83 3' UTR,Cis-reg;
RF02517,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1017,mir-1017 microRNA precursor family,Gene; miRNA;
RF02518,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2494,mir-2494 microRNA precursor family,Gene; miRNA;
RF02520,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (96.43%), Eukaryota:Viridiplantae (2.23%), Eukaryota:Fungi (1.34%)",mir-965,mir-965 microRNA precursor family,Gene; miRNA;
RF02531,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",NRF2_IRES,Nrf2 internal ribosome entry site (IRES),Cis-reg; IRES;
RF02534,Viruses/Eukaryota+Metazoa,Viruses (100.00%),"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Noro_CRE,Norovirus cis-acting replication element (CRE),Cis-reg;
RF02535,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",ODC_IRES,ODC internal ribosome entry site (IRES),Cis-reg; IRES;
RF02542,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (99.81%), Eukaryota:Metazoa (56.56%), Eukaryota:Viridiplantae (25.58%), Eukaryota:Fungi (15.25%), Eukaryota:Alveolata (1.45%), Bacteria (0.19%), Bacteria:Firmicutes (0.19%), Eukaryota:Amoebozoa (0.19%)",SSU_rRNA_microsporidia,Microsporidia small subunit ribosomal RNA,Gene; rRNA;
RF02543,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (30.68%), Eukaryota:Fungi (25.00%), Eukaryota:Alveolata (18.18%), Eukaryota:Viridiplantae (6.82%), Eukaryota:Amoebozoa (2.27%)","Eukaryota (99.74%), Eukaryota:Viridiplantae (42.90%), Eukaryota:Metazoa (41.55%), Eukaryota:Fungi (9.66%), Eukaryota:Alveolata (2.44%), Eukaryota:Stramenopiles (1.40%), Bacteria (0.25%), Eukaryota:Amoebozoa (0.04%), Bacteria:Proteobacteria (0.02%), Bacteria:Actinobacteria (0.02%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%), Bacteria:Firmicutes (0.01%)",LSU_rRNA_eukarya,Eukaryotic large subunit ribosomal RNA,Gene; rRNA;
RF02548,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Oskar_OES,Oocyte entry signal (OES) from oskar mRNA,Cis-reg;
RF02556,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snaR-A,snaR-A sRNA,Gene; sRNA;
RF02575,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",DM_SisR1,Drosophila melanogaster stable intronic sequence RNA 1,Gene;
RF02584,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",KRAS_3UTR,KRAS 3' UTR cis-regulatory element,Cis-reg;
RF02625,Bacteria+Proteobacteria/Eukaryota+Metazoa,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (97.47%), Eukaryota:Viridiplantae (1.69%), Eukaryota:Fungi (0.42%), Eukaryota:Alveolata (0.42%)",WsnRNA46,Wolbachia sRNA 46,Gene; sRNA;
RF02626,Mixed/Eukaryota+Metazoa,"Bacteria (50.00%), Viruses (50.00%), Bacteria:Proteobacteria (50.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",WsnRNA59,Wolbachia sRNA 59,Gene; sRNA;
RF02664,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",IRES_cyp24a1,Cyp24a1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF02665,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PsiU1-6,Drosophila small cajal body-specific RNA PsiU1-6,Gene; snRNA; snoRNA; scaRNA;
RF02666,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PsiU2-35.45,Drosophila small cajal body-specific RNA PsiU2-35.45,Gene; snRNA; snoRNA; scaRNA;
RF02667,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PsiU2-38.40.42,Drosophila small cajal body-specific RNA PsiU2-38.40.4,Gene; snRNA; snoRNA; scaRNA;
RF02668,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (88.89%), Eukaryota:Viridiplantae (11.11%)",PsiU2-55,Drosophila small cajal body-specific RNA PsiU2-55,Gene; snRNA; snoRNA; scaRNA;
RF02669,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",PsiU6-40,Drosophila small cajal body-specific RNA PsiU6-40,Gene; snRNA; snoRNA; scaRNA;
RF02670,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",scaDm46E3,small Cajal body-specific RNA Dm46E3,Gene; snRNA; snoRNA; scaRNA;
RF02682,Bacteria+Firmicutes/Eukaryota+Metazoa,"Bacteria (56.25%), Bacteria:Firmicutes (54.17%), unclassified sequences (43.75%), Bacteria:Bacteroidetes (2.08%)","Eukaryota (99.08%), Eukaryota:Metazoa (96.79%), Eukaryota:Fungi (2.29%), Bacteria (0.92%), Bacteria:Firmicutes (0.47%)",HDV-F-prausnitzii,HDV ribozyme from F. prausnitzii,Gene; ribozyme;
RF02714,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snopsi28S-3378,Small nucleolar RNA psi28S-3378,Gene; snRNA; snoRNA; HACA-box;
RF02721,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (70.00%), Eukaryota:Metazoa (30.00%)",sca_ncR26,Small Cajal body specific RNA ncR26,Gene; snRNA; snoRNA; scaRNA;
RF02723,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (95.00%), Eukaryota:Viridiplantae (5.00%)",sno_ZL1,Small nucleolar RNA ZL1,Gene; snRNA; snoRNA; CD-box;
RF02724,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",sno_ZL2,Small nucleolar RNA ZL2,Gene; snRNA; snoRNA; CD-box;
RF02725,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",sno_ZL8,Small nucleolar RNA ZL8,Gene; snRNA; snoRNA; CD-box;
RF02726,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",sno_ZL63,Small nucleolar RNA ZL63,Gene; snRNA; snoRNA; CD-box;
RF02727,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",sno_ZL116,Small nucleolar RNA ZL116,Gene; snRNA; snoRNA; CD-box;
RF02749,Bacteria+Proteobacteria/Eukaryota+Metazoa,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Ncrwmel02,Wolbachia sRNA mel02,Gene; sRNA;
RF02874,Mixed,"Bacteria (75.00%), Bacteria:Proteobacteria (75.00%), Eukaryota (25.00%), Eukaryota:Metazoa (25.00%)","Bacteria (69.23%), Bacteria:Proteobacteria (61.54%), Eukaryota (30.77%), Eukaryota:Metazoa (30.77%)",AS-traG,Antisense to traG,Gene; antisense;
RF02927,Bacteria+Actinobacteria/Eukaryota+Metazoa,"unclassified sequences (66.67%), Bacteria (33.33%), Bacteria:Actinobacteria (33.33%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Actino-ugpB,Actino-ugpB RNA,Gene; sRNA;
RF02947,Mixed/Eukaryota+Metazoa,unclassified sequences (100.00%),"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",cow-rumen-2,cow-rumen-2 RNA,Gene; sRNA;
RF03148,Mixed/Eukaryota+Metazoa,unclassified sequences (100.00%),"Eukaryota (100.00%), Eukaryota:Metazoa (98.85%), Eukaryota:Alveolata (1.15%)",RAGATH-11,RAGATH-11 RNA,Gene; sRNA;
RF03160,Eukaryota+Metazoa/Eukaryota,"Eukaryota (65.10%), Eukaryota:Metazoa (63.98%), unclassified sequences (33.79%), Bacteria (1.05%), Eukaryota:Viridiplantae (1.05%), Bacteria:Firmicutes (0.74%), Viruses (0.06%), Eukaryota:Fungi (0.06%)","Eukaryota (100.00%), Eukaryota:Metazoa (81.62%), Eukaryota:Viridiplantae (18.34%), Eukaryota:Fungi (0.03%)",twister-P1,type-P1 twister ribozyme,Gene; ribozyme;
RF03171,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1012,mir-1012 microRNA precursor family,Gene; miRNA;
RF03172,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6012,mir-6012 microRNA precursor family,Gene; miRNA;
RF03173,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4504,mir-4504 microRNA precursor family,Gene; miRNA;
RF03174,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4803,mir-4803 microRNA precursor family,Gene; miRNA;
RF03177,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2067,mir-2067 microRNA precursor family,Gene; miRNA;
RF03178,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4515,mir-4515 microRNA precursor family,Gene; miRNA;
RF03179,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1182,mir-1182 microRNA precursor family,Gene; miRNA;
RF03180,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3126,mir-3126 microRNA precursor family,Gene; miRNA;
RF03181,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2755,mir-2755 microRNA precursor family,Gene; miRNA;
RF03184,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1250,mir-1250 microRNA precursor family,Gene; miRNA;
RF03185,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3193,mir-3193 microRNA precursor family,Gene; miRNA;
RF03186,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3689,mir-3689 microRNA precursor family,Gene; miRNA;
RF03188,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2843,mir-2843 microRNA precursor family,Gene; miRNA;
RF03189,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1175,mir-1175 microRNA precursor family,Gene; miRNA;
RF03190,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4857,mir-4857 microRNA precursor family,Gene; miRNA;
RF03191,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1913,mir-1913 microRNA precursor family,Gene; miRNA;
RF03192,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6794,mir-6794 microRNA precursor family,Gene; miRNA;
RF03193,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2941,mir-2941 microRNA precursor family,Gene; miRNA;
